invoiceKey,invoiceNumber,organization,orgMatch,issueDate,currency,milestone,amountEur,amountRon,tier,confidence,proposedPartNumber,proposedContractRef,amountMatchedOn,trackerYear,issuer,trackerDescription,invoiceServiceText,candidateCount,reason,topCandidates,lineProposals
accounting:BT.BIT 289,BT.BIT 289,ORANGE ROMANIA SA,exact,2021-09-06,RON,,31070,264114.37,SCORED,LOW,ORO-TEM-L-10000,PO 40481119,final,2022,BSS,mix,Dezvoltarea de functionalitati noi Dezvoltarea de functionalitati noi Nr Notificare C104052; Nr PO/Release 40444776; Nr Receptie 184577 ( 31.070 euro+TVA la cur,22,"org exact; score=25 margin=3 on [amount~final, data final (360d)]; 5 distinct part# near top","[{""pn"":""ORO-TEM-L-10000"",""score"":25,""on"":[""amount~final"",""data final (360d)""],""ref"":""PO 40481119"",""desc"":""mix""},{""pn"":""ORO-TEM-L-10000"",""score"":22,""on"":[""amount~final""],""ref"":"""",""desc"":""licenta anuala fendly""},{""pn"":""CYBEREDU-DEV-EX-5"",""score"":22,""on"":[""amount~final""],""ref"":""PO00011232"",""desc"":""Dezvoltare laboratoare\npractice de securitate\ncibernetica in""}]","[{""service"":""Dezvoltarea de functionalitati noi | Dezvoltarea de function"",""partNumber"":""ORO-TEM-L-10000"",""score"":25,""on"":[""amount~final"",""data final (360d)""]},{""service"":""Imbunatatirea proceselor si functionalitatilor existente | I"",""partNumber"":""RED-MISC-10"",""score"":27,""on"":[""amount~final"",""data final (22d)""]}]"
accounting:BT.BIT 290,BT.BIT 290,TIMESAFE SRL,exact,2021-09-14,RON,avans,3750,22078.22,DETERMINISTIC,HIGH,RED-PEN-S-G-10,201/13.09.2021,,2021,BSS,pentest aplicatie,SERVICII CONFORM CONTRACT NR. 201/ 13.09.2021 SERVICII CONFORM CONTRACT NR. 201/ 13.09.2021 avans 50% reprezentand 3.750 euro+TVA la cursul BNR,1,org exact; unique part# via contract 201; avans,"[{""pn"":""RED-PEN-S-G-10"",""score"":100,""on"":[""contract#""],""ref"":""201/13.09.2021"",""desc"":""pentest aplicatie""}]",
accounting:BT.BIT 291,BT.BIT 291,ZIPPER SERVICES SRL,exact,2021-09-16,RON,,1245,7330.86,DETERMINISTIC,HIGH,PHISH-P-L-MM-S-200-12,Nr. 200/01.09.2021,,2021,BSS,phish enterprise trimestrial,SERVICII CONFORM PHISH ENTERPRISE FORMULAR DE COMANDA SERVICII CONFORM PHISH ENTERPRISE FORMULAR DE COMANDA Nr. 1 la Contract Nr. 200/01.09.2021 ( 1.245 EURO+TV,1,org exact; unique part# via contract 200,"[{""pn"":""PHISH-P-L-MM-S-200-12"",""score"":100,""on"":[""contract#""],""ref"":""Nr. 200/01.09.2021"",""desc"":""phish enterprise trimestrial""}]",
accounting:BT.BIT 292,BT.BIT 292,ORANGE ROMANIA SA,exact,2021-09-28,RON,,4200,73318.95,SCORED,LOW,ORO-TEM-DEV-50,PO 40280009,final,2016,BSS,dezv,Writing Reports and follow-up Writing Reports and follow-up Nr. notificare C104880; Nr PO/Release 40448315; Nr Receptie 185307( 4.200 euro+TVA la cursul BNR) | ,25,org exact; score=22 margin=0 on [amount~final]; 8 distinct part# near top,"[{""pn"":""ORO-TEM-DEV-50"",""score"":22,""on"":[""amount~final""],""ref"":""PO 40280009"",""desc"":""dezv""},{""pn"":""RED-PEN-B-E-B-5"",""score"":22,""on"":[""amount~final""],""ref"":""12.03.2024"",""desc"":""servicii de pentest""},{""pn"":""PHISH-P-L-YY-A-15000"",""score"":15,""on"":[""data final (21d)""],""ref"":""PO 40451579"",""desc"":""licente tem 2021""}]","[{""service"":""Writing Reports and follow-up | Writing Reports and follow-u"",""partNumber"":""ORO-TEM-DEV-50"",""score"":22,""on"":[""amount~final""]},{""service"":""Run the tests (3 simulations, includes preparation, running "",""partNumber"":""RED-PEN-B-I-B-50"",""score"":30,""on"":[""amount~final"",""data final (69d)""]},{""service"":""Develop the methodology for testing (includes labs, tests et"",""partNumber"":""PHISH-P-L-YY-A-15000"",""score"":15,""on"":[""data final (21d)""]}]"
accounting:BT.BIT 293,BT.BIT 293,KEYSIGHT TECHNOLOGIES RO SRL,exact,2021-10-04,RON,,13200,77705.91,SCORED,LOW,KS-MM-RD-2,236Bis/25.04.2019,final,2019,BSS,RECURRENT INFORMATION SECURITY SERVICES,Penetration testing services for FY'21 Penetration testing services for FY'21 Purchase Order Number 9068001413 ( 13.200 euro+TVA lacursul BNR),27,org exact; score=32 margin=0 on [amount~final]; 1 distinct part# near top,"[{""pn"":""KS-MM-RD-2"",""score"":32,""on"":[""amount~final""],""ref"":""236Bis/25.04.2019"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""},{""pn"":""KS-MM-RD-2"",""score"":32,""on"":[""amount~final"",""data final (116d)""],""ref"":""NO. 2 OF 25.10.2020"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""},{""pn"":""KS-MM-RD-2"",""score"":24,""on"":[""amount~final""],""ref"":""236Bis/25.04.2019"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""}]",
accounting:BT.BIT 294,BT.BIT 294,SILKWEB S.A.,exact,2021-10-04,RON,,625,4378.32,DETERMINISTIC,HIGH,RED-PEN-S-G-1,195/29.06.2021,,2021,BSS,pentest web app greybox,SERVICII CONFORM ANEXA 2 LA CONTRACT 195/29.06.2021 SERVICII CONFORM ANEXA 2 LA CONTRACT 195/29.06.2021 625 euro+TVA la cursul BNR,1,org exact; unique part# via contract 195,"[{""pn"":""RED-PEN-S-G-1"",""score"":100,""on"":[""contract#""],""ref"":""195/29.06.2021"",""desc"":""pentest web app greybox""}]",
accounting:BT.BIT 295,BT.BIT 295,ALTEX ROMANIA SRL,exact,2021-10-04,RON,,2500,14717.03,DETERMINISTIC,HIGH,PHISH-P-L-MM-F-4000-12,CONTRACT NR. 21785 din 06.08.2021 198/30.07.2021,,2021,BSS,Phish Enterprise Fully-Managed Monthly License,SERVICII CONFORM CONTRACT NR. 21785 comanda nr.2 SERVICII CONFORM CONTRACT NR. 21785 comanda nr.2 2500 euro+TVA la cursul BNR,1,org exact; unique part# via contract 21785,"[{""pn"":""PHISH-P-L-MM-F-4000-12"",""score"":100,""on"":[""contract#""],""ref"":""CONTRACT NR. 21785 din 06.08.2021 198/30"",""desc"":""Phish Enterprise Fully-Managed Monthly License""}]",
accounting:BT.BIT 296,BT.BIT 296,CREATIVE MEDIA DEVELOPMENT SRL,none,2021-10-05,RON,,450,2649.92,UNRESOLVED,NONE,,,,,,,SERVICI CONFORM CONTRACT NR.112 DIN 29.01.2018 SERVICI CONFORM CONTRACT NR.112 DIN 29.01.2018 ACT ADITIONAL NR. 4 DIN 15.02.2021 ( 450 euro +TVA la cursul BNR),0,org not found in tracker,[],
accounting:BT.BIT 297,BT.BIT 297,ORANGE ROMANIA SA,exact,2021-10-19,RON,,2000,223793.78,SCORED,LOW,BLUE-IR-OC-6,09.05.2024,avans,2024,BSS,IR incident response services retainer,BSS Fendly RBL Scanner BSS Fendly RBL Scanner 2000 euro +TVA la cursul BNR ( Nr Notificare C106283; Nr PO/Release 40451579; Nr Receptie 186492) | BSS Fendly RoH,28,org exact; score=30 margin=14 on [amount~avans]; 1 distinct part# near top,"[{""pn"":""BLUE-IR-OC-6"",""score"":30,""on"":[""amount~avans""],""ref"":""09.05.2024"",""desc"":""IR incident response services retainer""},{""pn"":""PHISH-P-L-YY-A-15000"",""score"":16,""on"":[""data final (0d)""],""ref"":""PO 40451579"",""desc"":""licente tem 2021""},{""pn"":""ORO-TEM-L-10000"",""score"":15,""on"":[""data final (0d)""],""ref"":""PO 40451579"",""desc"":""licente tem 2021""}]","[{""service"":""BSS Fendly RBL Scanner | BSS Fendly RBL Scanner | 2000 euro "",""partNumber"":""BLUE-IR-OC-6"",""score"":30,""on"":[""amount~avans""]},{""service"":""BSS Fendly RoHacked | BSS Fendly RoHacked | 3000 euro +TVA l"",""partNumber"":""ORO-TEM-DEV-50"",""score"":22,""on"":[""amount~final""]},{""service"":""BSS Fendly SSL Vulnerability Scanner | BSS Fendly SSL Vulner"",""partNumber"":""BLUE-IR-OC-6"",""score"":30,""on"":[""amount~avans""]},{""service"":""BSS Fendly Email Data Breach Monitoring | BSS Fendly Email D"",""partNumber"":""ORO-TEM-DEV-79"",""score"":22,""on"":[""amount~final""]},{""service"":""BSS Fendly IP/Domain Reputation Scanner | BSS Fendly IP/Doma"",""partNumber"":""BLUE-IR-OC-6"",""score"":30,""on"":[""amount~avans""]},{""service"":""Licenta Phish Enterprise pentru 30 clienti cu pana la 500 de"",""partNumber"":""PHISH-P-L-YY-A-15000"",""score"":46,""on"":[""amount~final"",""data final (0d)""]}]"
accounting:BT.BIT 298,BT.BIT 298,MINDSHARE MEDIA SRL,none,2021-10-21,RON,,3750,22084.02,UNRESOLVED,NONE,,,,,,,Unbreakable participare OMV Petrom Global Solutions conform Unbreakable participare OMV Petrom Global Solutions conform contract 202 din 13.09.2021; Po number 6,0,org not found in tracker,[],
accounting:BT.BIT 299,BT.BIT 299,TIMESAFE SRL,exact,2021-10-25,RON,storno,3750,19131.96,DETERMINISTIC,HIGH,RED-PEN-S-G-10,201/13.09.2021,,2021,BSS,pentest aplicatie,STORNARE FACTURA BT BIT 290/14.09.2021 STORNARE FACTURA BT BIT 290/14.09.2021 Stornare avans 50% reprezentand 3.750 euro+TVA la cursul BNR | SERVICII CONFORM CO,1,org exact; unique part# via contract 201/290; storno,"[{""pn"":""RED-PEN-S-G-10"",""score"":100,""on"":[""contract#""],""ref"":""201/13.09.2021"",""desc"":""pentest aplicatie""}]",
accounting:BT.BIT 300,BT.BIT 300,KEYSIGHT TECHNOLOGIES RO SRL,exact,2021-11-01,RON,,12600,74202.31,SCORED,LOW,KS-MM-RD-2,236Bis/25.04.2019,final,2019,BSS,RECURRENT INFORMATION SECURITY SERVICES,Penetration testing services for FY'21 Penetration testing services for FY'21 Purchase Order Number 9068001413 ( 12.600 euro+TVA lacursul BNR),26,org exact; score=32 margin=0 on [amount~final]; 1 distinct part# near top,"[{""pn"":""KS-MM-RD-2"",""score"":32,""on"":[""amount~final""],""ref"":""236Bis/25.04.2019"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""},{""pn"":""KS-MM-RD-2"",""score"":32,""on"":[""amount~final"",""data final (88d)""],""ref"":""NO. 2 OF 25.10.2020"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""},{""pn"":""KS-MM-RD-2"",""score"":32,""on"":[""amount~total""],""ref"":""NO. 5 OF 04.10.2023"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""}]",
accounting:BT.BIT 301,BT.BIT 301,SILKWEB S.A.,exact,2021-11-01,RON,,625,3680.67,DETERMINISTIC,HIGH,RED-PEN-S-G-1,195/29.06.2021,,2021,BSS,pentest web app greybox,SERVICII CONFORM ANEXA 2 LA CONTRACT 195/29.06.2021 SERVICII CONFORM ANEXA 2 LA CONTRACT 195/29.06.2021 625 euro+TVA la cursul BNR,1,org exact; unique part# via contract 195,"[{""pn"":""RED-PEN-S-G-1"",""score"":100,""on"":[""contract#""],""ref"":""195/29.06.2021"",""desc"":""pentest web app greybox""}]",
accounting:BT.BIT 302,BT.BIT 302,ALTEX ROMANIA SRL,exact,2021-11-01,RON,,2500,14722.68,DETERMINISTIC,HIGH,PHISH-P-L-MM-F-4000-12,CONTRACT NR. 21785 din 06.08.2021 198/30.07.2021,,2021,BSS,Phish Enterprise Fully-Managed Monthly License,SERVICII CONFORM CONTRACT NR. 21785 comanda nr.3 SERVICII CONFORM CONTRACT NR. 21785 comanda nr.3 2500 euro+TVA la cursul BNR,1,org exact; unique part# via contract 21785,"[{""pn"":""PHISH-P-L-MM-F-4000-12"",""score"":100,""on"":[""contract#""],""ref"":""CONTRACT NR. 21785 din 06.08.2021 198/30"",""desc"":""Phish Enterprise Fully-Managed Monthly License""}]",
accounting:BT.BIT 303,BT.BIT 303,CERTSIGN SA,exact,2021-11-17,RON,,3000,17666.86,SCORED,MEDIUM,RED-PEN-S-B-3,4/9.07.2021,final,2021,BSS,pentest apps,SERV. CONF. CONTRACT NR.certSIGN 45/B77B/21013 C/20.01.2021 SERV. CONF. CONTRACT NR.certSIGN 45/B77B/21013 C/20.01.2021 3.000 euro+TVA la cursul BNR conform Com,10,"org exact; score=45 margin=33 on [amount~final, data final (0d)]; 1 distinct part# near top","[{""pn"":""RED-PEN-S-B-3"",""score"":45,""on"":[""amount~final"",""data final (0d)""],""ref"":""4/9.07.2021"",""desc"":""pentest apps""},{""pn"":""RED-PEN-M-G-1"",""score"":12,""on"":[""amount~final""],""ref"":""8"",""desc"":""pentest qps""},{""pn"":""RED-PEN-B-E-B-7"",""score"":12,""on"":[""amount~final""],""ref"":""12"",""desc"":""penteste earhivare""}]",
accounting:BT.BIT 304,BT.BIT 304,UNITED MEDIA SERVICES SRL,exact,2021-11-22,RON,,7000,41226,DETERMINISTIC,HIGH,RED-PEN-B-I-BP-50,177/08.12.2020,,2020,BSS,SERVICII DE SECURITATE INFORMATICA,SERVICII CONFORM CONTRACT 177/08.12.2020 SERVICII CONFORM CONTRACT 177/08.12.2020 7000 euro+TVA la cursul BNR,1,org exact; unique part# via contract 177,"[{""pn"":""RED-PEN-B-I-BP-50"",""score"":100,""on"":[""contract#""],""ref"":""177/08.12.2020"",""desc"":""SERVICII DE SECURITATE INFORMATICA""}]",
accounting:BT.BIT 305,BT.BIT 305,KEYSIGHT TECHNOLOGIES RO SRL,exact,2021-12-02,RON,,15900,93640.03,SCORED,MEDIUM,KS-MM-RD-2,NO. 2 OF 25.10.2020,final,2020,BSS,RECURRENT INFORMATION SECURITY SERVICES,Penetration testing services for FY'21 Penetration testing services for FY'21 Purchase Order Number 9068001656 ( 15.900 euro+TVA la cursul BNR),27,"org exact; score=47 margin=23 on [amount~final, data final (7d)]; 1 distinct part# near top","[{""pn"":""KS-MM-RD-2"",""score"":47,""on"":[""amount~final"",""data final (7d)""],""ref"":""NO. 2 OF 25.10.2020"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""},{""pn"":""KS-MM-RD-2"",""score"":24,""on"":[""amount~final""],""ref"":""236Bis/25.04.2019"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""},{""pn"":""KS-MM-RD-3"",""score"":22,""on"":[""amount~final"",""data final (57d)""],""ref"":""NO. 3 OF 20.09.2021"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""}]",
accounting:BT.BIT 306,BT.BIT 306,SILKWEB S.A.,exact,2021-12-02,RON,,625,3680.82,DETERMINISTIC,HIGH,RED-PEN-S-G-1,195/29.06.2021,,2021,BSS,pentest web app greybox,SERVICII CONFORM ANEXA 2 LA CONTRACT 195/29.06.2021 SERVICII CONFORM ANEXA 2 LA CONTRACT 195/29.06.2021 625 euro+TVA la cursul BNR,1,org exact; unique part# via contract 195,"[{""pn"":""RED-PEN-S-G-1"",""score"":100,""on"":[""contract#""],""ref"":""195/29.06.2021"",""desc"":""pentest web app greybox""}]",
accounting:BT.BIT 307,BT.BIT 307,ALTEX ROMANIA SRL,exact,2021-12-02,RON,,2500,14723.27,DETERMINISTIC,HIGH,PHISH-P-L-MM-F-4000-12,CONTRACT NR. 21785 din 06.08.2021 198/30.07.2021,,2021,BSS,Phish Enterprise Fully-Managed Monthly License,SERVICII CONFORM CONTRACT NR. 21785 comanda nr.1 SERVICII CONFORM CONTRACT NR. 21785 comanda nr.1 2500 euro+TVA la cursul BNR,1,org exact; unique part# via contract 21785,"[{""pn"":""PHISH-P-L-MM-F-4000-12"",""score"":100,""on"":[""contract#""],""ref"":""CONTRACT NR. 21785 din 06.08.2021 198/30"",""desc"":""Phish Enterprise Fully-Managed Monthly License""}]",
accounting:BT.BIT 308,BT.BIT 308,ZIPPER SERVICES SRL,exact,2021-12-02,RON,,1245,7332.19,DETERMINISTIC,HIGH,PHISH-P-L-MM-S-200-12,Nr. 200/01.09.2021,,2021,BSS,phish enterprise trimestrial,SERVICII CONFORM PHISH ENTERPRISE FORMULAR DE SERVICII CONFORM PHISH ENTERPRISE FORMULAR DE COMANDA Nr. 1 la Contract Nr. 200/01.09.2021 ( 1.245 EURO+TVA la cur,1,org exact; unique part# via contract 200,"[{""pn"":""PHISH-P-L-MM-S-200-12"",""score"":100,""on"":[""contract#""],""ref"":""Nr. 200/01.09.2021"",""desc"":""phish enterprise trimestrial""}]",
accounting:BT.BIT 309,BT.BIT 309,CREATIVE MEDIA DEVELOPMENT SRL,none,2021-12-02,RON,,450,2650.19,UNRESOLVED,NONE,,,,,,,SERVICI CONFORM CONTRACT NR.112 DIN 29.01.2018 SERVICI CONFORM CONTRACT NR.112 DIN 29.01.2018 ACT ADITIONAL NR. 4 DIN 15.02.2021 ( 450 euro +TVA la cursul BNR),0,org not found in tracker,[],
accounting:BT.BIT 310,BT.BIT 310,ORANGE ROMANIA SA,exact,2021-12-06,RON,,6500,38275.1,SCORED,MEDIUM,RED-PEN-B-I-B-50,PO 40450160,final,2021,BSS,pentest blackbox,"PenTest Grey Box PenTest Grey Box Nr Notificare/Notification No O109225 : Livrare pentru PO/Delivery for PO 40450160 , Nr Receptie 188830( 6.500 euro+TVA la cur",23,"org exact; score=46 margin=30 on [amount~final, data final (0d)]; 1 distinct part# near top","[{""pn"":""RED-PEN-B-I-B-50"",""score"":46,""on"":[""amount~final"",""data final (0d)""],""ref"":""PO 40450160"",""desc"":""pentest blackbox""},{""pn"":""CYBEREDU-RUN-EX-4"",""score"":16,""on"":[""data final (26d)""],""ref"":""40453216"",""desc"":""Solutie pentru dezvoltarea\ncapabilitatilor de securitate\ncib""},{""pn"":""ORO-TEM-DEV-50"",""score"":12,""on"":[""amount~final""],""ref"":""PO00042373"",""desc"":""PO00042373""}]",
accounting:BT.BIT 311,BT.BIT 311,ORANGE ROMANIA SA,exact,2021-12-09,RON,,16125,94961.29,SCORED,LOW,CYBEREDU-UNR,40469783,avans,2022,CYE,parteneriat unr 2022,"PENETRATION TESTING SERVICES PENETRATION TESTING SERVICES Nr Notificare/Notification No C109529 : Livrare pentru PO/Delivery for PO 40452726, Nr Receptie 189147",29,"org exact; score=33 margin=3 on [amount~avans, data avans (145d)]; 2 distinct part# near top","[{""pn"":""CYBEREDU-UNR"",""score"":33,""on"":[""amount~avans"",""data avans (145d)""],""ref"":""40469783"",""desc"":""parteneriat unr 2022""},{""pn"":""PHISH-P-L-YY-A-15000"",""score"":30,""on"":[""amount~final""],""ref"":"""",""desc"":""licenta anuala phish""},{""pn"":""ORO-TEM-DEV-100"",""score"":22,""on"":[""amount~final""],""ref"":""PO 40342292"",""desc"":""dezv""}]",
accounting:BT.BIT 312,BT.BIT 312,KEYSIGHT TECHNOLOGIES RO SRL,exact,2021-12-09,RON,,12750,75085.67,SCORED,MEDIUM,KS-MM-RD-2,NO. 2 OF 25.10.2020,final,2020,BSS,RECURRENT INFORMATION SECURITY SERVICES,Penetration testing services for FY'21 Penetration testing services for FY'21 Purchase Order Number 9068001413 ( 12.750 euro+TVA la cursul BNR),26,"org exact; score=40 margin=16 on [amount~final, data final (50d)]; 1 distinct part# near top","[{""pn"":""KS-MM-RD-2"",""score"":40,""on"":[""amount~final"",""data final (50d)""],""ref"":""NO. 2 OF 25.10.2020"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""},{""pn"":""KS-MM-RD-2"",""score"":24,""on"":[""amount~final""],""ref"":""236Bis/25.04.2019"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""},{""pn"":""KS-MM-RD-2"",""score"":24,""on"":[""amount~final""],""ref"":""236Bis/25.04.2019"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""}]",
accounting:BT.BIT 313,BT.BIT 313,LEROY MERLIN ROMANIA SRL,none,2021-12-10,RON,,9590,56479.62,UNRESOLVED,NONE,,,,,,,SERVICII pachet de materiale educationale in domeniul SERVICII pachet de materiale educationale in domeniul securitatii informatice conform contract B2021/039 (,0,org not found in tracker,[],
accounting:BT.BIT 314,BT.BIT 314,DIGITAL ECONOMY DEVELOPMENT SRL,exact,2021-12-14,RON,,3840,22615.86,DETERMINISTIC,HIGH,RED-C-M-YY-12,207/14.12.2021,,2021,BSS,code review anul 2021,SERV. CONF. CONTRACT NR.207/14.12.2021 SERV. CONF. CONTRACT NR.207/14.12.2021 3.840 euro +TVA la cursul BNR,2,org exact; unique part# via contract 207,"[{""pn"":""RED-C-M-YY-12"",""score"":100,""on"":[""contract#""],""ref"":""207/14.12.2021"",""desc"":""code review anul 2021""},{""pn"":""RED-C-M-YY-12"",""score"":100,""on"":[""contract#""],""ref"":""207/14.12.2021"",""desc"":""code review lunar, plata trim""}]",
accounting:BT.BIT 315,BT.BIT 315,MYCONNECTOR PLATFORM S.R.L.,exact,2021-12-17,RON,,10500,61840.25,UNRESOLVED,NONE,,,,,,,SERVICI CONFORM CONTRACT DIN 24.09.2021 SERVICI CONFORM CONTRACT DIN 24.09.2021 10.500 euro+TVA la cursul BNR,1,org exact; 1 activities but no signal matched,[],
accounting:BT.BIT 316,BT.BIT 316,SILKWEB S.A.,exact,2022-01-04,RON,,625,3678.89,DETERMINISTIC,HIGH,RED-PEN-S-G-1,195/29.06.2021,,2021,BSS,pentest web app greybox,SERVICII CONFORM ANEXA 2 LA CONTRACT 195/29.06.2021 SERVICII CONFORM ANEXA 2 LA CONTRACT 195/29.06.2021 625 euro+TVA la cursul BNR,1,org exact; unique part# via contract 195,"[{""pn"":""RED-PEN-S-G-1"",""score"":100,""on"":[""contract#""],""ref"":""195/29.06.2021"",""desc"":""pentest web app greybox""}]",
accounting:BT.BIT 317,BT.BIT 317,ALTEX ROMANIA SRL,exact,2022-01-04,RON,,2500,14715.54,DETERMINISTIC,HIGH,PHISH-P-L-MM-F-4000-12,CONTRACT NR. 21785 din 06.08.2021 198/30.07.2021,,2021,BSS,Phish Enterprise Fully-Managed Monthly License,SERVICII CONFORM CONTRACT NR. 21785 comanda nr.1 SERVICII CONFORM CONTRACT NR. 21785 comanda nr.1 2500 euro+TVA la cursul BNR,1,org exact; unique part# via contract 21785,"[{""pn"":""PHISH-P-L-MM-F-4000-12"",""score"":100,""on"":[""contract#""],""ref"":""CONTRACT NR. 21785 din 06.08.2021 198/30"",""desc"":""Phish Enterprise Fully-Managed Monthly License""}]",
accounting:BT.BIT 318,BT.BIT 318,MINDIT CONSULTING S.R.L.,exact,2022-01-13,RON,,750,4412.07,DETERMINISTIC,HIGH,RED-VA-I-B-25,NR.204 DIN 25.11.2021,,2021,BSS,Vulnerability Assessment for Internal Infrastructure (Basic),SERVICI CONFORM CONTRACT NR.204 DIN 25.11.2021 SERVICI CONFORM CONTRACT NR.204 DIN 25.11.2021 750 euro+TVA la cursul BNR,1,org exact; unique part# via contract 204,"[{""pn"":""RED-VA-I-B-25"",""score"":100,""on"":[""contract#""],""ref"":""NR.204 DIN 25.11.2021"",""desc"":""Vulnerability Assessment for Internal Infrastructure (Basic)""}]",
accounting:BT.BIT 319,BT.BIT 319,ECHINOX EVALUARI SRL,exact,2022-01-25,RON,,1500,8826.65,DETERMINISTIC,HIGH,RED-VA-I-P-10,209/17.01.2022,,2023,BSS,Servicii de securitate informatica - VA,SERVICII CONFORM CONTRACT NR. 209/17.01.2022 SERVICII CONFORM CONTRACT NR. 209/17.01.2022 1.500 euro+TVA la cursul BNR,1,org exact; unique part# via contract 209,"[{""pn"":""RED-VA-I-P-10"",""score"":100,""on"":[""contract#""],""ref"":""209/17.01.2022"",""desc"":""Servicii de securitate informatica - VA""}]",
accounting:BT.BIT 320,BT.BIT 320,KEYSIGHT TECHNOLOGIES RO SRL,exact,2022-01-28,RON,,18000,105928.33,SCORED,MEDIUM,KS-MM-RD-3,NO. 3 OF 20.09.2021,final,2021,BSS,RECURRENT INFORMATION SECURITY SERVICES,Penetration testing services for FY'21 ianuarie 2022 Penetration testing services for FY'21 ianuarie 2022 Purchase Order Number 9068001656( 18.000 euro+TVA la c,26,"org exact; score=46 margin=20 on [amount~final, data final (0d)]; 1 distinct part# near top","[{""pn"":""KS-MM-RD-3"",""score"":46,""on"":[""amount~final"",""data final (0d)""],""ref"":""NO. 3 OF 20.09.2021"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""},{""pn"":""KS-MM-RD-3"",""score"":26,""on"":[""amount~final"",""data final (346d)""],""ref"":""NO. 3 OF 20.09.2021"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""},{""pn"":""KS-MM-RD-2"",""score"":26,""on"":[""amount~final"",""same year""],""ref"":""NO. 4 OF 04.10.2022"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""}]",
accounting:BT.BIT 321,BT.BIT 321,KEYSIGHT TECHNOLOGIES RO SRL,exact,2022-01-28,RON,,55800,328377.81,SCORED,LOW,KS-MM-RD-2,NO. 2 OF 25.10.2020,,2020,BSS,RECURRENT INFORMATION SECURITY SERVICES,"Penetration testing services for FY'21 Penetration testing services for FY'21 pentru lunile feb, mar, aprilie 2022 Purchase Order Number 9068001656 ( 55.800 eur",26,org exact; score=16 margin=0 on [data final (0d)]; 3 distinct part# near top,"[{""pn"":""KS-MM-RD-2"",""score"":16,""on"":[""data final (0d)""],""ref"":""NO. 2 OF 25.10.2020"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""},{""pn"":""KS-MM-RD-3"",""score"":16,""on"":[""data final (0d)""],""ref"":""NO. 3 OF 20.09.2021"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""},{""pn"":""KS-MM-RD-2"",""score"":9,""on"":[""data final (50d)""],""ref"":""NO. 2 OF 25.10.2020"",""desc"":""RECURRENT INFORMATION SECURITY SERVICES""}]",
